X,Y,OBJECTID,PROGRAM_ID,AGENCY_ID,NAME,ADDRESS,ADDRESS2,ZIPCODE,AKA,PHONE,PHONE2,PHONE3,PHONE4,PHONE5,PHONE1_DESCRIPTION,PHONE2_DESCRIPTION,PHONE3_DESCRIPTION,PHONE4_DESCRIPTION,PHONE5_DESCRIPTION,FAX,WEB_URL,EMAIL,BUSINESS_HOURS,ELIGIBILITY,FEES,INTAKE,LANGUAGES,AREA_SERVED,DOCUMENTATION,DIRECTIONS,TRANSPORTATION,QUADRANT,PAYMENT_METHODS,VOLUNTEER_OPPORTUNITIES,SEASON_START_DATE,SEASON_END_DATE,WAIT_LIST_PERIOD,HANDICAP,PUBLIC_RECORD,SEARCHABLE_AREA,DIRECTOR,TITLE,WEB_WARD,DESCRIPTION,ADDRESS_ID,KEYWORD
-77.045778350076148,38.902900216987838,198,DCAP0215AB,DCAP0215,National Multiple Sclerosis Society - Information & Education,2021 K STREET NW,Suite 715,20006,NMSS,(202) 296-5363,,,,,Intake Number,,,,,(202) 296-3425,http://www.msandyou.org,,"9:00 am - 5:00 pm, Monday - Friday",Metro Area residents,No fee,Telephone,,Metro DC,,,,NW,,,,,,Indoor Wheelchair,1,,Jeanne Oates Angulo,Chapter President,,"Provides educational programs for both professional and lay groups.  Provides films, literature and speakers on request.",242500,Multiple Sclerosis
-76.983377076403912,38.836416947782354,199,DCAP0313AA,DCAP0313,Multiservice Senior Center - Assessment/Case Management,1350 SOUTHERN AVENUE SE,,20032,A/CM,(202) 279-7516,,,,,Intake Number,,,,,(202) 279-7500,,,"8:00 am - 5:30 pm, Monday - Friday",60 years or older,"No fee, donations are welcomed.","Telephone, Walk-In",English only,"Wards 6, 7, 8","Social Security card; Birth Certificate; Proof of residence;  Verification of income",,,SE,"Other,",,,,,"Designated Parking, Indoor Wheelchair, Outside Ramps, Elevators or None Needed",1,,Deborah Gardner Moulden,Administrator,,"Provides active outreach for the ""high risk"" elderly persons by assessing their multiplicity of needs and coordinating service to assist the individual.",277943,Seniors
-76.997478408038049,38.884062296785238,200,DCAP0314AB,DCAP0314,Friendship House Association - Apprenticeship and Jobs Training,619 D STREET SE,,20003,,(202) 675-9050,,,,,Main Number,,,,,(202) 543-4535,http://www.friendshiphouse.net,,"9:00 am - 5:00 pm, Monday - Friday",District of Columbia Residents,No fee,"Telephone, By Appointment; Referral Required: DHS- TANF/DOES",English,District of Columbia,"Picture ID; As determined by referrals","Metro Rail Stop:  Eastern Market, 1 1/2 blocks; Metro Bus Routes:  #32, 34, 36, 90, 92, 1/2 block",,SE,"No Payment,",,,,,,1,,Donald L. Hense,President & C.E.O.,,"Helps residents in the DC of Columbia move from unemployment, under-employment, and/or welfare to work.  Available services include: employer-centered training, literacy/basic skills, life management skills, pre-apprenticeship/apprenticeship training, jo",4018,Education-Literacy
-76.988952983855839,38.882075542416025,201,DCAP0314AC,DCAP0314,Friendship House Association - Mental Health Rehabilitation,1236 PENNSYLVANIA AVENUE SE,,20003,,(202) 544-1811,(202) 544-1228,,,,Intake Number,,,,,(202) 546-3080,http://www.friendshiphouse.net,,"8:30 am - 5:00 pm, Monday - Friday","Must be a customer of the Commission on Mental Health Services, ages 18 and older.",No fee,Referral required by CMHS,English,District of Columbia,Must be enrolled in the CMHS Program,"Metro Rail Stop:  Potomac Ave & Eastern Market (Orange and Blue Lines), 2 blocks; Metro Bus Routes:  32, 34, 36",,SE,"No Payment,",,,,,,1,,,,,Provides a unique day treatment program for mentally challenged adults.  Offers the consumer the   necessary skills to live successfully in the community by focussing on socialization and learning in a non-threatening environment.  Services include liter,70170,Independent Living Skills
-77.001686594271433,38.901506213048847,202,DCAP0315AH,DCAP0328,US Department of Labor - Job Corps,300 I STREET NE,Suite 301,20002,Potomac Job Corps Center,(202) 543-0575,(202) 574-5000,,(800) 733-5627,,Main Number,Potomac Job Corps Center,,Toll Free Number,,(202) 543-8732,jobcorps.doleta.gov,DCDJWA@aol.com,"8:30 am - 5:30 pm, Monday - Friday",Ages 16 - 24 (upper age limit does not apply for otherwise eligible individuals with disabilities),No fee,"Orientation, By Appointment, Telephone","English, Spanish",District of Columbia,"Social Security card, Birth certificate, Proof of residence, Last paycheck stub, Police clearance",Metro Rail Stop:  Union Station (Red Line)  Bus: X2,Will transport accepted members to Job Corps site,NE,"No Payment,",,,,,"Indoor Wheelchair, Elevators or None Needed",1,,J. Seay-Khaalid,Director,,"Provides a free comprehensive vocational and educational  training program for young adults.  Primarily residential in nature, although there are some urban Job Corps Center such as Potomac Job Corp Center.  Students spend half their time in vocational t",287343,Employment-Training
-76.997994180803346,38.90002325200107,203,DCAP0315AI,DCAP0315,DCG - DOES - Office of Apprenticeship Information and Training,609 H STREET NE,Room 401,20002,OAIT,(202) 698-5099,(202) 724-7000,,(877) 319-7346,(202) 698-4817,Intake Number,General Customer Service Number,,Toll Free Number,TTY/TDD Number,(202) 698-5721,http://www.does.dc.gov,lewis.brown@dc.gov,"8:30 am - 5:00 pm, Monday - Friday",16 years or older,No fee,"Walk-In, By Appointment; Telephone","English; Spanish; American Sign Language; TDD",District of Columbia,,"Metro Rail Stop:  Union Station (red line); Metro Bus Route:  X2",,NE,"No Payment,",,,,,"Indoor Wheelchair, Elevators or None Needed",1,,Lewis Brown,Director,,"Offers an apprenticeship program that combines on-the-job training with classroom instruction, teaching workers the practical and theoretical aspects of highly skilled occupations.  Programs are sponsored by employers, labor groups, and employer associat",288773,Employment-Training
-77.006922994448985,38.909451295884892,204,DCAP0315AJ,DCAP0315,DCG - DOES - Labor Market Information and Research,77 P STREET NE,Room 3302,20002,"LMI, LMIR, Labor Market Information and Research Division",(202) 671-1633,(202) 724-7000,,(877) 319-7346,(202) 673-6994,Intake Number,General Information Call Center,,Toll Free Number,TTY/TDD Number,(202) 673-3796,http://www.does.dc.gov,,"8:30 am - 5:00 pm, Monday - Friday",,No fee,Telephone,"English; Spanish; TDD",District of Columbia,,"Metro Rail Stop:  Union Station (red line); Metro Bus Routes:  90, 92, 93",,NE,"No Payment,",,,,,"Designated Parking, Indoor Wheelchair, Elevators or None Needed",1,,"Charles Roselin, III",Associate Director,,"Collects, analyzes, generates, and disseminates the latest unemployment statistics, occupational projections and trends, career guidance information, and other labor market information to a wide variety of customers including the US Department of Labor, ",301561,Labor Issues
-76.997994180803346,38.90002325200107,205,DCAP0315AK,DCAP0315,DCG - DOES - Senior Community Service Employment Program (SCSEP),609 H STREET NE,Room 544,20002,"SAP, SENIOR AIDES PROGRAM",(202) 698-5700,(202) 724-7000,,(877) 319-7346,(202) 698-4817,Main Number,General Customer Service Number,,Toll Free Number,TTY/TDD Number,(202) 698-5646,http://www.does.dc.gov,diane.hearn@dc.gov,"8:30 am - 5:00 pm, Monday - Friday","Ages 55 and over; Income eligible; DC Resident; Able to work 20 hours or more per week",No fee,"Telephone, Walk-In",,District of Columbia,"Proof of income; Proof of residency; Proof of age","Metro Rail Stop:  Union Station (red line); Metro Bus Route:  X2",,NE,"No Payment,",,,,,"Indoor Wheelchair, Elevators or None Needed",1,,Diane L. Hearn,Project Director,,"Provides meaningful part-time employment to needy elderly residents.  Eventual placement of the participant into an unsubsidized job is a prime goal of the program.  Participants also receive vocational counseling, aptitude and proficiency testing, job t",288773,Employment-Search/Placement
-76.997478408038049,38.884062296785238,206,DCAP0314AE,DCAP0314,Friendship House Association - Senior Network,619 D STREET SE,,20003,,(202) 675-9079,(202) 675-9075,(202) 675-9083,(202) 675-9088,,Intake Number,Intake Number,Medical Transportation,Elder care Volunteer Service,,(202) 544-5049,http://www.friendshiphouse.net,,"8:30 am - 5:00 pm, Monday - Friday","Age 60+, DC residend, residing in Ward 2 (Southwest only) and Ward 6 (west of the Anacostia River)",Flat fee- $1.00 contribution for meals,"Telephone, Walk-In; Referral from family, institutions and friends.",English & Hindu,Ward 2 (Southwest only) and Ward 6 (West of the Anacostia River),"Social Security card; Picture ID","Metro Rail Stop:  Eastern Market, 1 block from agency; Metro Bus Routes: #32, 34, 36, 90 & 92 1/2 block from agency.",Curb to curb service for DC Residents age 60+,SE,"Other,",,,,,Outside Ramps,1,*DC_______,Donald L. Hense,President & C.E.O.,,"Provides a broad range of services and activities for the elderly in partnership with the DC Office on Aging.  Services include social services, weekend, homebound, and congregate meals, transportation, literacy, recreation, long-term care, nutritional c",4018,Food-Congregate Meals
-77.031427901579278,38.907573537585485,207,DCAP0316AA,DCAP0316,Bethany Women's Center,1333 N STREET NW,,20005,,(202) 939-2060,,(202) 939-2076,,,Front Desk,,Administrative Number,,,(202) 319-1508,,,"7:30 am - 4:00 pm, Monday - Friday; 9:00 am - 4:00 pm, Saturday, Sunday, and Holidays","Women, 18 years and older",No Fee,Walk-In,English Only,District of Columbia,None,"Metro Rail Stop, MacPherson Square, 5 blocks",,NW,"No Payment,",,,,,,1,,Ann Bodnyle,Executive Director,,"Serves as a day center for homeless women and provides meals (breakfast and lunch), case management, counseling, activities, and other direct services.",298405,Homeless-Women
-77.041945062807144,38.897792654533724,208,DCAP0317AA,DCAP0317,Japan-America Conference,606 18TH STREET NW,2nd Floor,20006,JASC,(202) 289-4231,,,,,Main Number,,,,,(202) 789-8265,http://www.jasc.org,jascinc@jasc.org,"9:00 am - 5:30 pm, Monday - Friday","University Student Status, Freshman through PhD",Flat Fee,"Telephone, By Appointment, Walk-In, Website Requests","English, Japanese",District of Columbia,"Transcript, Letters of Recommendation, Essays","Metro Rail Stop: Farragut West (Orange/Blue Lines), 3-4 blocks; Farrugut North (Red Line), 10 minutes walk",,2,,,,,,,1,,Jack H. Shellenberger,President,,"Provides a student-managed 30-day forum, alternating countries, for students from the U.S. and Japan to discuss a wide variety of topics that are important to both nations.  Offers information regarding all respects of the annual conferences including ro",301476,Cultural Awareness
-77.001091891957643,38.905507370917931,209,DCAP0308A,DCAP0308,Housing Opportunities for Women - Abbey Place,1175 ABBEY PLACE NE,,20002,HOW,(301) 891-2632,,,,,Information and Intake,,,,,(301) 891-2634,,how@inetsys.net,"9:00 am - 5:00 pm, Monday - Friday",Must be at least 18 years old and female.,No fee,"Telephone, By Appointment; Referral preferred",English,District of Columbia,Last paycheck stub,,,NE,"No Payment,",,,,,,1,,Charon T. Cade,Executive Director,,Provides housing for women in recovery from substance abuse.  Women live in a group setting and must work a full time or part time job.  Women must have been clean for at least 6 months.   Case management is also offered.,72465,Substance Abuse Services
-77.025207368689095,38.904453651784735,210,DCAP0318AA,DCAP0318,Columbia Senior Center,929 L STREET NW,,20011,,(202) 328-3270,,(202) 289-1510,,,General information,,Administrative Number,,,(202) 371-0863,,,"8:30 am - 4:30 pm, Monday - Friday",,No fee,"Telephone, By Appointment; Walk-In; for Center Director",,District of Columbia,"Social Security card; Picture ID; Birth Certificate; Proof of residence","Metro Rail Stop:  Petworth Station, 4 blocks; Metro Bus Route: GA Ave, 70, 71, 60 & 62 - 14th St. NW, 50, 5",Members  who live in Ward 4 and a small portion of Ward 1 and can use van.  From downtown 7th St to GA Ave. toward Silver Sprg,NW,,,,,,,1,,Barbara C. Bennett,Director Columbia Senior Center,,"Provides a safe place for seniors to congregate.  Provides nutritious meals, trips, exercise and other means of alleviating loneliness in the aged population.",239809,Seniors
-77.008151408141345,38.829994452691963,211,DCAP0315AU,DCAP0315,DCG - DOES - South Capitol Street/CVS One-Stop Career Center,4049 SOUTH CAPITOL STREET SW,,20032,CVS Pharmacy One Stop Career Center,(202) 645-4000,(202) 724-7000,,(877) 319-7346,(202) 645-0022,Main Number,General Information Call Center,,Toll Free Number,TTY Number,(202) 645-5337,http://www.does.dc.gov,devern.ulmer@dc.gov,"8:00 am - 3:30 pm, Monday - Friday",None,No fee,"By Appointment, Walk-In; Telephone","English; Spanish; American Sign Language; TTD",District of Columbia,Varies depending on services requested,"Metro Bus Route:  A2, A8, D12, & W12",,SW,"No Payment,",,,,2,"Designated Parking, Indoor Wheelchair",1,,Devern Ulmer,Acting Program Manager,,"Offers training programs that provide job candidates with a curriculum that includes pre-employment, work maturity skills, industry-specific occupational skills, on-the-job-training, apprenticeship and work experience.  CVS employees and DOES job coaches",289187,Employment-Training
-77.033073141514464,38.947585406945102,212,DCAP0319AA,DCAP0319,Cease Fire...Don't Smoke the Brothers,4708 14TH STREET NW,,20011,,(202) 541-9807,(202) 547-9808,(202) 882-9882,,,Main Number,Alternative Number,Administrative Number,,,,,,"9:00 am - 9:00 pm, Monday - Friday; Crisis Intervention Team is operational 24 hours a day.",None,No fee,"By Appointment, Walk-In",English,District of Columbia,None,,Transportation provided for the handicapped,NW,"No Payment,",Anytime,,,,Indoor Wheelchair,1,,Al Malik Farrakhan,Executive Director,,"Provides crisis intervention, violence prevention and intervention, and guidance and facilitation in truce/agreements.  Offers training programs in entrepreneurship, silk-screening, boxing, and job preparation.  Provides counseling services to individual",255667,Crisis Intervention
-76.997994180803346,38.90002325200107,213,DCAP0315AV,DCAP0315,DCG - DOES - Alien Labor Certification Office,609 H STREET NE,Room 529,20002,DWU,(202) 698-6002,(202) 724-7000,,(877) 319-7346,(202) 698-5864,Intake Number,General Customer Service Number,,Toll Free Number,TTY/TDD Number,,http://www.does.dc.gov,dorothy.robinson@dc.gov,"8:30 am - 5:00 pm, Monday - Friday",Aliens who must obtain a visa to enter the US and engage in permanent/temporary employment,No fee,"Walk-In, Telephone (ask for the Alien Certification Office)","English; Spanish; American Sign Language; TDD (Call 1-877-319-7446 to request language assistance).",District of Columbia,Various forms supplied by the Alien Labor Certification Office,"Metro Rail Stop:  Union Station (red line); Metro Bus Route:  X2",,NE,"No Payment,",,,,,"Indoor Wheelchair, Elevators or None Needed",1,,Dorothy Robinson,Supervisor,,"Provides information on the availability of the US workers, wage rates and possible adverse effects of employing an alien.  Encourages the use of available unemployed US workers instead of seeking alien workers.  Analyzes and reviews employer application",288773,Labor Issues
-76.996796883017566,38.843037318068788,214,DCAP0236AC,DCAP0236,SCCDS - Foster Grandparent Program,621 ALABAMA AVENUE SE,,20032,"Senior Citizens Counseling and Delivery Services, FGP",(202) 678-4215,,(202) 678-2800,,,Intake Number,,Administrative Number,,,(202) 561-2414,http://www.SCCDS.net,FOSTERGRANDPARENT.DC@EROLS.COM,"8:30 am - 5:30 pm, Monday - Friday","Ages 60 and older, DC Residents",No Fee,Telephone,English,District of Columbia,,"Metro Rail Stop:  Congress Heights (Green Line); Metro Bus Routes:  A2, A4, A8",,SE,"No Payment,",Anytime,,,,,1,,Concha Johnson,Executive Director,,"Provides opportunities for seniors to serves as mentors to children who have special and exceptional needs.  Provides a one-on-one grandparent relationship to newborn babies and youth through age 21.  Offers volunteers a stipend, training, meal and trave",3799,Seniors
-77.038786039764886,38.902811763341134,215,DCAP0323AA,DCAP0323,Alliance for Children & Families - Ways to Work,1701 K STREET NW,Suite 200,20036,,(202) 223-3447,,,(800) 220-1016,,Office Number,,,Toll Free Number,,(202) 331-1016,http://www.alliance1.org,policy@alliance.org,"8:30 am - 5:30 pm, Monday - Friday",Must be a working low-income parent with financial need,"Loans ranging from $750 for car repairs to up to $2,200 for purchasing a used car.  Loans also for childcare and mortgage.",Telephone,,,,,,NW,"Other,",,,,,,1,,Carmen Delgado Votaw,Sr. V. President for Public Policy,,"Provides small loans to low-income parents who cannot get loans elsewhere.  The purpose of the loan is to help family members pay for unexpected expenses that could interfere with their ability to keep a job or stay in school.
",218413,Emergency Assistance - General
-77.03381962565733,38.903082836688199,216,DCAP0324AA,DCAP0324,DC Randolph-Sheppard Nominee,1010 VERMONT AVENUE NW,Suite 612,20005,,(202) 638-3012,,,,,Administrative Number,,,,,(202) 638-3008,,,"8:15 am - 4:45 pm, Monday - Friday","Must be considered legally blind; vendors must be licensed by the District of Columbia",No fee,Telephone,English,District of Columbia,,,,NW,,,,,,,1,,James P. Linden,General Manager,,"Provides administrative services for blind food service vendors in Washington, DC. licensed by the state licensing agency of DC.",240257,Blindness
-77.038786039764886,38.902811763341134,217,DCAP0323AB,DCAP0323,Alliance for Children & Families - Families and Schools Together,1701 K STREET NW,Suite 200,20036,FAST,(202) 223-3447,,,(800) 220-1016,,Office Number,,,Toll Free Number,,(202) 331-1016,http://www.alliance1.org,policy@alliance1.org,"8:30 am - 5:30 pm, Monday - Friday","Children ages 4-9 who display behavior problems, such as poor self-esteem, short attention span, and hyperactivity",No fee,Teachers select children,,,,,,NW,"Medicaid, Other,",,,,,,1,,Carmen Delgado Votaw,Sr. V. President for Public Policy,,"Addresses the problems of alcohol and drug abuse, violence, delinquency, and school dropout rates.  Uses a family-based model that starts with young children to reduce factors related to these problems.

",218413,Substance Abuse Services
-77.056781789294917,38.961302466365908,218,DCAP0325AA,DCAP0325,Elizabeth  R. Shoemaker Home,2701 MILITARY ROAD NW,,20015,,(202) 362-7430,,,,,Administrative Number,,,,,,,,Open 24 hours,"Female, over age 60, amulatory, with a reasonable health and mental capacity.","Sliding scale, depends on assets, income, etc.",By Appointment,English,District of Columbia,"Admissions application;  details documentation","Metro Rail Stop, Friendship Heights",,NW,"Other,",,,,,,1,,Patricia M. Dillon,Residential Director,,"Provides minimal assisted living, room, board, activities for ambulatory females over age 60 of reasonably sound mind.",259834,Housing-Seniors
-76.997506024767873,38.881713720671918,219,DCAP0326AA,DCAP0326,Capitol Hill Group Ministry - Social Service Emergency Assistance,620 G STREET SE,,20003,"DCEAF, DC Emergency Assistance Fund, FEMA",(202) 546-0190,(202) 546-0631,,,,"Case Management, Emergency Assistance",Alternative Number,,,,(202) 546-0419,http://www.capitolhillgroupministry.org,staff@capitolhillgroupministry.org,"9:00 am - 1:00 pm, Monday - Friday for appointments; 9:00 am - 5:00 pm, office","Ward 6 residents, in receipt of a court or eviction notice, disconnected utility services or cut-off notice, with an emergency situation contributing to an inability to pay, but with an ability to make future payments and a willingness to work with a case",No Fee,"Telephone, By Appointment, Walk-In",,Ward 6,"Social Security card, Eviction notice, Picture ID, Birth Certificate, Utility cut off notice, Proof of residence","Metro Rail Stop: Eastern Market, 2 blocks; Metro Bus Route: 32,34, 36, 2 blocks",Located at Christ Episcopal Church,SE,,,,,,"Designated Parking, Indoor Wheelchair, Outside Ramps",1,WARD6_____,Nancy Conley,Director of Social Services,,"Provides crisis intervention, emergency utility, rent, transportation, and burial assistance.  Emergency rent, mortgage, and utility assistance are provided only to residents of  Ward 6.",280026,Emergency Assistance - General
-76.986972357208941,38.881465920780016,220,DCAP0326AB,DCAP0326,Capitol Hill Group Ministry - Youth Empowerment Program,1338 G STREET SE,,20003,,(202) 544-0385,(202) 546-0190,(202) 544-0631,(202) 544-3150,,Intake Number,Emergency Assistance,Administrative Number,Emergency Shelter,,(202) 544-3863,http://www.capitolhillgroupministry.org,staff@capitolhillgroupministry.org,"9:00 am - 6:00 pm, Monday - Friday",,No fee,"By Appointment, Walk-In; Telephone",,"Target Ward 6, West of the River",Birth Certificate,"Metro Rail Stop: Potomac Avenue, 1 block; Metro Bus Route: all buses numbered 30, 1 block","Transportation arranged for specific activities/trips;  home visits to families as part of program",SE,,"Anytime, Mornings",,,,,1,,"Kim Jackson, MSW, LGSW",Director of Youth Programs,,"Engages at-risk youth ages 16-20 through a three-pronged program.  Each participant is matched with a mentor from the community, is placed in a job with a community business, and works closely with a Social Worker and attends weekly personal enhancement ",66900,Mentorship/Companionship
-76.988894511703293,38.880103510133956,221,DCAP0326AC,DCAP0326,Capitol Hill Group Ministry - Mission Possible,717 13TH STREET SE,Apartment 12,20003,MP,(202) 544-0385,(202) 547-6882,(202) 544-0385,,,Intake Number,On-site telephone,Administrative number,,,(202) 544-5410,http://www.capitolhillgroupministry.org,staff@capitolhillgroupministry.org,"3:30 pm - 6:00 pm, Monday - Friday during school year","Ages 5-12; Live or work in the Potomac Gardens Community, 13th Street, SE",No fee,"By Appointment, Walk-In; Telephone",,Potomac Gardens Housing Community,"Written parental permission; Proof of residence","Metro Rail Stop: Potomac Avenue (Orange and Blue Lines), 1 block; Metro Bus Route: all buses numbered 30, 1 block","Transportation arranged for specific activities/trips;  home visits to families as part of program",SE,,,,,,Outside Ramps,1,,Lorraine Leonard,Project Coordinator,,"Provides educational, cultural, and recreational activities for 5-12 year olds living in the Potomac Gardens Public Housing Community.

",291084,Recreation-Youth
-76.996455859974759,38.899982227448405,222,DCAP0327AA,DCAP0337,DCG - DHS - IMA - Customer Service Center,645 H STREET NE,,20002,"IMA, Income Maintenance Administration, TANF",(202) 724-5506,,(202) 698-3900,,(202) 885-1000,Customer Service,,IMA Administration,,TTY/TDD Number,,http://www.dhs.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday",,No fee,Telephone,"English, Spanish",District of Columbia,,,,NE,,,,,,,1,,Rita Woods-Henton,Supervisor,,"Provides telephone assistance to TANF recipients with concerns and questions related to TANF benefits.  Assists with general benefits questions and case-specific concerns.  Can access customer records and caseworker information.

To bypass the automate",288821,Temporary Assistance
-76.986972357208941,38.881465920780016,223,DCAP0326AD,DCAP0326,Capitol HIll Group Ministry - Congregation-Based Shelter,1338 G STREET SE,,20003,CBSP,(202) 544-3150,,,,,Intake Number,,,,,(202) 544-5410,http://www.capitolhillgroupministry.org,staff@capitolhillgroupministry.org,"7:00 pm - 7:00 am, Monday - Sunday (CBSP); 9:00 am - 6:00 pm, Monday - Sunday (Hospitality Center)","Must be homeless, on the waiting list for emergency shelter or in emergency shelter",No fee,"By Appointment, Telephone; Referral from Colleagues/City",,District of Columbia,None,"Metro Rail Stop, Potomac Avenue, 1 block; Metro Bus Route, all buses numbered 30, 1 block","Transportation provided for appointments to move from Shelter to Housing;  Case Management requires homes visits",SE,"No Payment,",,,,,Outside Ramps,1,EAST______,Wendy Watkins,Director of Family Programs,,"Provides shelter and hospitality for homeless families around the city.  Provides case management support.  The Drop-in Hospitality Center provides respite, showers, food, skill development and pre-employment training.
",66900,Community Action
-76.986972357208941,38.881465920780016,224,DCAP0328AA,DCAP0328,Health and Human Services,1338 G STREET SE,,,"Federal Government, HHS",(202) 619-0257,,,(877) 696-6775,,HHS Federal Government Information Line,,,Toll Free Number,,,,,8:30 am - 5:00 pm,None,No fee,Telephone,English,District of Columbia,None,None,,,"No Payment,",,,,,,1,,,,,Provides information on HHS Federal Government programs.,66900,Federal Government
-77.001825001883148,38.87709071579031,225,DCAP0326AF,DCAP0610,Strive DC,1108 3RD STREET SE,,20003,,(202) 484-1264,,,,,Intake Number,,,,,(202) 484-2135,,chgm@erols.com,"9:00 am - 5:00 pm, Monday - Friday","Ages 17 and older, 60 days clean time from substance abuse",No Fee,"By Appointment, Telephone, Walk-In",,District of Columbia,"Picture ID, Birth Certificate, Proof of Residence","Metro Rail Stop: Navy Yard, 3 blocks; Metro Bus Route: all buses serving M street SE, 1/2 block",,SE,"No Payment,",Anytime,,,,,1,,Chris Haer-Wright,Executive Director,,Provides a  workforce development and job placement program.  Conducts an intensive  three-week training program to assist adults prepare to enter the workforce.,285841,Employment-Readiness
-76.999207086758148,38.878088136983202,226,DCAP0326AH,DCAP0326,Capitol Hill Group Ministry - Family Resource Center,1000 5TH STREET SE,2nd Floor,20003,"Karibu, Capper-Carrollsburg, SW/WR Family Strengthening Collaborative",(202) 548-0548,,,,,Intake Number,,,,,(202) 548-0838,http://www.capitolhillgroupministry.org,staff@capitolhillgroupministry.org,"9:00 am - 5:00 pm,  Monday - Friday",,No Fee,,,Ward 6,,,,SE,,,,,,Outside Ramps,1,EAST______,Nedra Wingate,Family Services Coordinator,,"Comprehensive family support services, including parenting education, housing assistance, and support groups.
",289437,Family Support
-77.005619303901284,38.891435457519322,227,DCAP0329AA,DCAP0329,GCORR - Minority Group Self Determination Fund,100 MARYLAND AVENUE NE,,20002,"MGSDF, GCORR",(202) 547-4828,,(202) 547-2271,,,Intake Number,,Administrative Number,,,(202) 547-0358,,GCORR@erols.com,"8:30 am - 4:30 pm, Monday - Friday",Designated to specific ethnic origins,No fee,,,,,"Metro Rail Stop: Union Station - Capitol South, 3 blocks (Red Line); Metro Bus Route: 97, DC General and all buses numbered 30",,NE,,,,,,"Designated Parking, Outside Ramps",1,,Rev. Chester Jones,General Secretary,,"Strengthens and empowers ethnic minority persons by providing funds to organizations, communities, local churches, and other programs.",149701,Cultural Heritage
-76.996916494787982,38.922067272626279,228,DCAP0330AA,DCAP0330,Lt. Joseph P. Kennedy Inst - Work Adjustment/Vocational Training,680 RHODE ISLAND AVENUE NE,,20002,RSA I & II,(202) 529-0500,,,,,Intake Number ext 753,,,,,(202) 529-8211,,KIEMPLOYMENT@KENNEDYINSTITUTE.ORG,"9:00 am - 3:00 pm, Monday - Friday",Services people with developmental disabilities,Sliding scale,Referral Required (from DHS - Rehabilitation Services Administration),,District of Columbia,"Psychological, Medical and Social Summary","Metro Rail Stop: Rhode Island Avenue (Red Line), 1 block across the street",,NE,"Other,",,,,,"Designated Parking, Indoor Wheelchair, Elevators or None Needed",1,,Rev. Dr. Richard C. Birkel,President/CEO,,"Provides training for adults 18 years and older in food services, custodial, clerical, and day care.  Clients also participate in remedial reading, math classes, life skills and job club.  Clients are placed into employment and follow-up on the job occur",288849,Volunteer Opportunities
-76.996916494787982,38.922067272626279,229,DCAP0330AB,DCAP0330,Lt. Joseph P. Kennedy Institute - School to Work Project,680 RHODE ISLAND AVENUE NE,,20002,,(202) 529-0500,,,,,Intake Number ext 754,,,,,(202) 529-8211,,KIEMPLOYMENT@KENNEDYINSTITUTE.ORG,"9:00 am - 5:00 pm, Monday - Friday","Ages 16 - 22, currently DCPS student enrolled in Special education",No Fee,Referral Required (from Rehabilitation Services Administrations),,District of Columbia,"Psychological, Medical and Social Summary","Metro Rail Stop: Rhode Island Avenue (Red Line); 1 block across street",,NE,"No Payment,",,,,,"Designated Parking, Indoor Wheelchair, Elevators or None Needed",1,,Rev. Dr. Richard C. Birkel,President/CEO,,"Assists students enrolled in DC Public Schools (DCPS) with finding career training.  Businesses have agreed to train DCPS special education students in a variety of carrier tracks and upon completion of high school, either by graduation or aging out, the",288849,Volunteer Opportunities
-76.996916494787982,38.922067272626279,230,DCAP0330AC,DCAP0330,Lt. Joseph P. Kennedy Institute - Positive Alternatives,680 RHODE ISLAND AVENUE NE,,20002,PA,(202) 529-0500,,,,,Intake Number ext 704,,,,,(202) 529-8211,,KIEMPLOYMENT@KENNEDYINSTITUTE.ORG,"9:00 am - 3:30 pm, Monday - Friday",Developmental disability in addiction to individuals being in recovery as a result of substance abuse.,No Fee,Referral Required from Rehabilitation Services Administrations,,District of Columbia,"Psychological, Medical and Social Summary","Metro Rail Stop:  Rhode Island Avenue (Red Line); 1 block across street",,NE,"No Payment,",,,,,"Designated Parking, Indoor Wheelchair, Elevators or None Needed",1,,Rev. Dr. Richard C. Birkel,President/CEO,,"Provides relapse prevention education through one-to-one, group and family counseling.  Conducts remedial education and GED preparation.  Also participates in job behavior, job placement and follow-up, and vocational assessments.",288849,Volunteer Opportunities
-76.996916494787982,38.922067272626279,231,DCAP0330AD,DCAP0330,Lt. Joseph P. Kennedy Institute - Projects with Industry,680 RHODE ISLAND AVENUE NE,,20002,PWI,(202) 529-0500,,,,,Intake Number ext 709,,,,,(202) 529-8211,,KIEMPLOYMENT@KENNEDYINSTITUTE.ORG,"9:00 am - 5:00 pm, Monday - Friday",Participants must have a developmental disability and be 18 years or older,No Fee,Referral Required (from Rehabilitation Services Administration),,District of Columbia,"Psychological, Medical and Social Summary","Metro Rail Stop: Rhode Island Avenue (Red Line); 1 block across street",,NE,"No Payment,",,,,,"Designated Parking, Indoor Wheelchair, Elevators or None Needed",1,,Rev. Dr. Richard C. Birkel,President/CEO,,"Provides training and career opportunities for persons with developmental disabilities in the competitive job market.  Specific services include job placement and follow up, job development, and services to maintain competitive employment.",288849,Volunteer Opportunities
