victim_age,victim_gender,victim_race,date_of_incident,city,state,zipcode,county,agency,cause_of_death,symptoms_of_mental_illness,unarmed,alleged_weapon,alleged_threat_level,fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,Black,6/5/15,Philadelphia,PA,19111,Philadelphia,Philadelphia Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Black,6/4/15,Chester,PA,19013,Chester,Chester Police Department,Vehicle,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Male,Hispanic,6/3/15,Waxahachie,TX,76041,Ellis,Ellis County Sheriff's Department and Texas DPS,Gunshot,Yes,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,Hispanic,6/3/15,Houston,TX,77034,Harris,Houston Police Department,Gunshot,Unknown,Allegedly Armed,knife,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,Hispanic,6/3/15,Los Lunas,NM,87031,Valencia,Valencia County Sheriff's Department,"Gunshot, Taser",No,Unarmed,none,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Male,White,6/3/15,Byram Township,NJ,07821,Sussex,Byram Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,Hispanic,6/3/15,Delano,CA,93215,Kern,Delano Police Department,Gunshot,No,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Asian,6/2/15,Azle,TX,76020,Tarrant,Tarrant County Sheriff's Office,Gunshot,Yes,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Male,Black,6/2/15,Falkville,AL,35622,Morgan,Falkville Police Department,Vehicle,Unknown,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Black,6/2/15,Roslindale,MA,02131,Suffolk,Boston Police Department,Gunshot,Unknown,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Male,White,6/1/15,Rochester,NY,14626,Monroe,Greece Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Male,Black,5/31/15,Huntsville,AL,35806,Madison,Huntsville Police Department,Death in Custody,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Male,Black,5/31/15,Rochester,NY,14611,Monroe,Rochester Police Department,Taser,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,White,5/31/15,Medford,OR,97504,Jackson,Medford Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Male,White,5/31/15,Palestine,TX,75801,Anderson,Palestine Police Department,Gunshot,No,Unarmed,toy,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Male,White,5/30/15,Cottonwood,AZ,86326,Yavapai,Yavapai County Sheriffâ€™s Office,Gunshot,No,Unarmed,none,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,Hispanic,5/30/15,Nashville,TN,37217,Davidson,Metropolitan Nashville Police Department,Gunshot,No,Unarmed,toy,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Male,White,5/29/15,Grants Pass,OR,97527,Josephine,Oregon State Police,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,Black,5/29/15,Lyndhurst,NJ,07071,Bergen,Lyndhurst Police Department,Gunshot,No,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,Hispanic,5/29/15,Vero Beach,FL,32960,Indian River,Indian River County Sheriff's Office,Unknown,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,White,5/29/15,Mounds,OK,74047,Creek,Oklahoma Highway Patrol,Gunshot,No,Unclear,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Male,White,5/29/15,Louisa,KY,41230,Lawrence,Louisa Police Department,Taser,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,Black,5/28/15,Carrollton,GA,30117,Carroll,Carrolton Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Male,White,5/28/15,Trenton,MI,48183,Wayne,Trenton Police Department,"Gunshot, Taser",Drug or alcohol use,Allegedly Armed,lawn mower blade,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,Black,5/28/15,Northglenn,CO,80233,Adams,Northglenn Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Male,White,5/28/15,Lancaster,SC,29720,Lancaster,Lancaster County Sheriff's Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,White,5/27/15,Middletown,NJ,07748,Monmouth,Monmouth County Emergency Response Team,Gunshot,Unknown,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,White,5/27/15,Edmond,OK,73013,Oklahoma,Edmond Police Department,Gunshot,Yes,Unarmed,toy,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,White,5/27/15,Kansas City,KS,66104,Wyandotte,Kansas City KS Police Department,Taser,Drug or alcohol use,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Male,White,5/27/15,Eatonton,GA,31024,Putnam,Putnam County Sheriff's Department,Gunshot,Yes,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,White,5/27/15,Alpine,CA,91901,San Diego,San Diego County Sheriff's Department,"Gunshot, Taser",Yes,Unclear,screwdriver,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Male,Asian,5/27/15,Long Beach,CA,90804,Los Angeles,Long Beach Police Department,"Gunshot, Taser",Drug or alcohol use,Unarmed,none,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Male,Black,5/26/15,New York,NY,11207,New York,New York Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Male,White,5/26/15,Snohomish,WA,98290,Snohomish,Snohomish County Sheriff's Office,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,White,5/26/15,Bossier City,LA,71112,Bossier,Federal Bureau of Investigation,Gunshot,No,Unclear,undetermined,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Female,White,5/25/15,Austin,TX,78752,Travis,Austin Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,Black,5/25/15,Huntsville,AL,35803,Madison,Huntsville Police Department,Gunshot,Yes,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Black,5/23/15,Detroit,MI,48227,Wayne,Detroit Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,White,5/23/15,Eagar,AZ,85925,Apache,Eagar Police Department and Apache County Sheriff's Office,Gunshot,Unknown,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Male,White,5/23/15,Green Ridge,MO,65332,Pettis,Pettis County Sheriff's Office,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,White,5/22/15,Somerset,PA,15501,Somerset,Pennsylvania State Police Department,Gunshot,No,Unarmed,toy,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,Black,5/21/15,Charleston,SC,29401,Charleston,South Carolina State Law Enforcement Division,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,Hispanic,5/21/15,El Paso,TX,79924,El Paso,El Paso Police Department,Gunshot,Yes,Allegedly Armed,gun,undetermined,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Black,5/21/15,Fort Lauderdale,FL,33311,Broward,Broward County Sheriff's Office,Unknown,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Hispanic,5/21/15,Hackensack,NJ,07601,Bergen,Hackensack Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Male,White,5/21/15,Charleston,SC,29414,Charleston,North Charleston Police Department,Gunshot,No,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,Black,5/21/15,Fort Lauderdale,FL,33312,Broward,Fort Lauderdale Police Department,Gunshot,Drug or alcohol use,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Female,White,5/20/15,Gillette,WY,82716,Campbell,Campbell County Sheriff's Office,"Gunshot, Taser",No,Allegedly Armed,knife,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Male,White,5/20/15,Green,OH,44685,Stark,Summit County Sheriff's Office,"Gunshot, Taser",No,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,Black,5/20/15,Owensboro,KY,42301,Daviess,Owensboro Police Department and Kentucky State Police,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,Black,5/20/15,Lancaster,PA,17602,Lancaster,Lancaster Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Black,5/20/15,Omaha,NE,68112,Douglas,Omaha Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,White,5/19/15,Casper,WY,,,Natrona County Sheriff’s Office,Physical restraint,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Male,Hispanic,5/19/15,Arlington,VA,22203,Arlington,"Arlington, VA Police Department",Gunshot,Yes,Unarmed,none,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Male,White,5/19/15,Grand Junction,CO,81501,Mesa,Grand Junction Police Department,Gunshot,Unknown ,Allegedly Armed,gun,attack,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,White,5/19/15,Cabot,AR,72023,Lonoke,Lonoke County Sheriff's Office and Arkansas Department of Community Correction,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Male,White,5/17/15,St Petersburg,FL,33714,Pinellas,St. Petersburg Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,White,5/17/15,Ruidoso,NM,88345,Lincoln,Ruidoso Police Department,Gunshot,No,Allegedly Armed,sword,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,White,5/17/15,San Diego,CA,92123,San Diego,San Diego Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Male,Black,5/16/15,Harvey,IL,60426,Cook,Harvey Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Male,White,5/15/15,Sacramento,CA,95817,Sacramento,Sacramento Police Department,Gunshot,Yes,Unarmed,toy,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,Hispanic,5/15/15,New York,NY,10458,Bronx,New York Police Department,Unknown,Yes,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Male,White,5/15/15,Rockford,IL,61104,Winnebago,Rockford Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Male,White,5/14/15,St Augustine,FL,32080,Saint Johns,St. Johns County Sheriff's Office,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,White,5/14/15,Portage,MI,49024,Kalamazoo,"Michigan State Police Department, Kalamazoo County Sheriff's Office and Portage Police Department",Gunshot,Yes,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Male,White,5/13/15,Winston-Salem,NC,27106,Forsyth,Winston-Salem Police Department,Vehicle,No,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,Black,5/13/15,Spokane,WA,99207,Spokane,Spokane Police Department,Unknown,Drug or alcohol use,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Black,5/12/15,Jacksonville,FL,32244,Duval,Jacksonville Sheriff's Office,Gunshot,No,Unarmed,none,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,Black,5/12/15,Silver Spring,MD,20904,Montgomery,Montgomery County Police Department,Taser,Drug or alcohol use,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,White,5/12/15,Rancho Santa Margarita,CA,92688,Orange,Orange County Sheriff's Department,Gunshot,Yes,Unclear,undetermined,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,Pacific Islander,5/12/15,Honolulu,HI,96817,Honolulu,U.S. Marshals Service,"Gunshot, Taser",No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,White,5/11/15,St Augustine,FL,32092,St. Johns,St. Johns County Sheriff's Office,Gunshot,Yes,Allegedly Armed,machete,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,Black,5/11/15,Fort Worth,TX,76133,Tarrant,Fort Worth Police Department,Gunshot,No,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Male,White,5/11/15,Enfield,NC,27823,Halifax,Enfield Police Department,Taser,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Male,White,5/10/15,Tacoma,WA,98409,Pierce,Tacoma Police Department,Gunshot,unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Black,5/10/15,Landover,MD,20785,Prince George's,Prince George's County Sheriff's Office,Gunshot,No,Vehicle,vehicle,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,Black,5/8/15,Fridley,MN,55432,Anoka,Lino Lakes Police Department,Gunshot,Drug or alcohol use,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,White,5/8/15,Kearny,AZ,85137,Pinal,Pinal County Sheriff's Office,Gunshot,Unknown,Allegedly Armed,sword,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Male,White,5/8/15,Constantania,NY,13044,Oswego,Oswego County Sheriff's Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,Black,5/8/15,Harvey,LA,70058,Jefferson,Jefferson Parish Sheriff's Office,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,Black,5/7/15,Cerritos,CA,90703,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,No,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,Asian,5/7/15,Sarasota,FL,34236,Sarasota,Sarasota Police Department,Unknown,Drug or alcohol use,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,White,5/7/15,Beacon,NY,12508,Dutchess,Beacon Police Department,Gunshot,No,Allegedly Armed,knife,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Male,White,5/7/15,Lawrenceville,GA,30044,Gwinnett,Gwinnett County Sheriff's Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Male,Black,5/6/15,Ridgefield Park,NJ,07094,Hudson,New Jersey State Police,Vehicle,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Female,Black,5/6/15,Ridgefield Park,NJ,07094,Hudson,New Jersey State Police,Vehicle,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Male,White,5/6/15,Wake Forest,NC,27587,Wake,Wake Forest Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,Black,5/5/15,Los Angeles,CA,90291,Los Angeles,Los Angeles Police Department,Gunshot,No,Unarmed,none,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,Asian,5/5/15,South El Monte,CA,91733,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,Unknown,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Male,Native American,5/5/15,Tulsa,OK,74115,Tulsa,Osage Nation Police Department,Vehicle,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,White,5/5/15,Pulaski,VA,24301,Pulaski,Pulaski Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,White,5/4/15,Kennewick,WA,99336,Benton,Kennewick Police Department/Tri-City Swat Team,Gunshot,Yes,Unarmed,toy,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,Black,5/4/15,Jackson,MS,39213,Hinds,Jackson Police Department,Vehicle,No,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Asian,5/3/15,Garland,TX,75040,Dallas,Garland Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,Hispanic,5/3/15,Albuquerque,NM,87105,Bernalillo,Bernalillo County Sheriff's Office,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,White,5/3/15,Roosevelt,UT,84066,Duchesne,Roosevelt Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,Black,5/3/15,Greenville,MS,38703,Washington,Greenville Police Department,Gunshot,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,Black,5/3/15,Garland,TX,75040,Dallas,Garland Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Male,White,5/3/15,Chavies,KY,41727,Perry,Kentucky State Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Male,White,5/2/15,Smyrna,DE,19977,Kent,Smyrna Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Male,Asian,4/30/15,San Diego,CA,92110,San Diego,San Diego Police Department,Gunshot,Yes,Unarmed,none,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,Hispanic,4/30/15,El Paso,TX,79907,El Paso,El Paso Police Department,"Gunshot, Taser",No,Unclear,metal object,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Native American,4/29/15,Chickasha,OK,73018,Grady,Grady County Sheriff's Department and Chickasha Police Department,Gunshot,No,Allegedly Armed,knife,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Male,Black,4/29/15,Emporia,VA,23847,Greensville,Greensville County Sheriff's Office and Virginia State Police,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Female,Black,4/29/15,Atlanta,GA,30303,Fulton,Atlanta Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,Native American,4/29/15,Mesa,AZ,85204,Maricopa,Mesa Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,Hispanic,4/29/15,Elk Grove,CA,95757,Sacramento,California Department of Fish and Wildlife,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Male,White,4/29/15,Nashville,TN,37220,Davidson,Metropolitan Nashville Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,White,4/28/15,Marion,IL,62959,Williamson,"Marion Police Department, Illinois State Police and Williamson County Sheriff's Department",Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Male,White,4/28/15,Mansfield,NJ,44907,Richland,Mansfield Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,Black,4/28/15,Sylvester,GA,31791,Worth,Worth County Sheriff's Department,Vehicle,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,Black,4/28/15,New Orleans,LA,70126,Orleans,New Orleans Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Male,Black,4/27/15,Detroit,MI,48228,Wayne,U.S. Immigration and Customs Enforcement,Gunshot,No,Allegedly Armed,Hammer,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Male,White,4/26/15,Garden Grove,CA,92708,Orange,Fountain Valley Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,White,4/26/15,Bunch,OK,74931,Adair,Oklahoma Department of Wildlife Conservation,Gunshot,Unknown,Unarmed,none,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Male,White,4/26/15,Hanford,CA,93230,Kings,Kings County Sheriff's Office,Gunshot,Unknown,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Black,4/25/15,New York,NY,10009,New York,New York Police Department,Gunshot,Yes,Unarmed,none,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Male,White,4/25/15,Clermont,FL,34711,Lake,Lake County Sheriff's Office,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,White,4/25/15,Victoria,TX,77904,Victoria,Victoria Police Department,Gunshot,Yes,Allegedly Armed,machete,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Female,White,4/24/15,Sebastopol,CA,95472,Sonoma,Sonoma County Sheriff's Office,Gunshot,No,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Black,4/24/15,West End,NC,27376,Moore,Pinehurst Police Department,Vehicle,No,Vehicle,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Female,Black,4/24/15,West End,NC,27376,Moore,Pinehurst Police Department,Vehicle,No,Vehicle,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Male,Black,4/24/15,Trinidad,CO,81082,Las Animas,Trinidad Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Male,White,4/24/15,Miami,OH,74354,Coal,Oklahoma Highway Patrol,Gunshot,Unknown,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Male,White,4/24/15,Salem,OR,97302,Marion,Salem Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
